[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[241, 34, 21]
[240, 31, 19]
[240, 31, 19]
[240, 31, 19]
[240, 31, 19]
[240, 31, 19]
[240, 31, 19]
[240, 31, 19]
[240, 31, 19]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[229, 31, 20]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[163, 22, 14]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[118, 15, 13]
[104, 14, 9]
[104, 14, 9]
[104, 14, 9]
[104, 14, 9]
[104, 14, 9]
[104, 14, 9]
[104, 14, 9]
[104, 14, 9]
[104, 14, 9]
[104, 14, 9]
[104, 14, 9]
[104, 14, 9]
[104, 14, 9]
[104, 14, 9]
[104, 14, 9]
[104, 14, 9]
[104, 14, 9]
[104, 14, 9]
[104, 14, 9]
[104, 14, 9]
[104, 14, 9]
[104, 14, 9]
[104, 14, 9]
[104, 16, 11]
[104, 16, 11]
[104, 16, 11]
[104, 16, 11]
[104, 16, 11]
[104, 16, 11]
[104, 16, 11]
[104, 16, 11]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[105, 15, 10]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[103, 16, 12]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[102, 14, 11]
[103, 13, 10]
[103, 13, 10]
[103, 13, 10]
[103, 13, 10]
[103, 13, 10]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[102, 14, 12]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[99, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[102, 13, 9]
[116, 15, 10]
[116, 15, 10]
[116, 15, 10]
[116, 15, 10]
[116, 15, 10]
[116, 15, 10]
[116, 15, 10]
[116, 15, 10]
[116, 15, 10]
[116, 15, 10]
[116, 15, 10]
[116, 15, 10]
[116, 15, 10]
[116, 15, 10]
[116, 15, 10]
[116, 15, 10]
[116, 15, 10]
[116, 15, 10]
